RecordedAtTime,DirectionRef,PublishedLineName,OriginName,OriginLat,OriginLong,DestinationName,DestinationLat,DestinationLong,VehicleRef,VehicleLocation.Latitude,VehicleLocation.Longitude,NextStopPointName,ArrivalProximityText,DistanceFromStop,ExpectedArrivalTime,ScheduledArrivalTime
2017-06-01 00:13:46,1,B46,WASHINGTON PLZ/LANE3,40.709393,-73.959518,KINGS PLAZA via UTICA,40.609142,-73.92144,NYCT_4613,40.68075,-73.928616,MALCOLM X BL/FULTON ST,< 1 stop away,160,2017-06-01 00:14:17,24:14:00
2017-06-01 00:13:33,0,Bx41,3 AV/151 ST,40.817101,-73.916031,WILLIAMSBRIDGE GUN HILL RD via WEBSTER,40.877934,-73.866585,NYCT_5747,40.877341,-73.866315,WHITE PLAINS RD/E 211 ST,approaching,59,2017-06-01 00:14:31,24:05:31
2017-06-01 00:13:31,0,M60-SBS,BROADWAY/W 106 ST,40.801819,-73.967644,LA GUARDIA AIRPORT,40.768074,-73.862091,NYCT_5850,40.802016,-73.967722,BROADWAY/W 116 ST,< 1 stop away,744,2017-06-01 00:15:40,24:22:58
2017-06-01 00:13:35,0,B13,GATEWAY CTR TERM/GATEWAY DR,40.652649,-73.877029,RIDGEWOOD TERM,40.704384,-73.919464,NYCT_4437,40.669347,-73.864783,LINDEN BL/AUTUMN AV,< 1 stop away,165,2017-06-01 00:14:10,23:55:15
2017-06-01 00:13:43,0,B13,GATEWAY CTR TERM/GATEWAY DR,40.652649,-73.877029,RIDGEWOOD TERM,40.704384,-73.919464,NYCT_4435,40.651323,-73.868753,ERSKINE ST/GATEWAY PL,< 1 stop away,320,2017-06-01 00:14:49,24:12:38
2017-06-01 00:13:33,0,Q56,VAN SINDEREN AV/FULTON ST,40.678391,-73.903549,JAMAICA 170 ST,40.707561,-73.789856,NYCT_4839,40.703725,-73.799224,JAMAICA AV/GUY R BREWER BL,< 1 stop away,196,2017-06-01 00:14:07,24:09:45
2017-06-01 00:13:35,0,M7,AV OF THE AMERICAS/W 14 ST,40.73793,-73.996346,HARLEM 147 ST via 6 AV via AMSTERDAM,40.82111,-73.935898,NYCT_3888,40.784728,-73.977173,AMSTERDAM AV/W 81 ST,at stop,0,NA,23:37:53
2017-06-01 00:13:56,1,B46,WASHINGTON PLZ/LANE3,40.709393,-73.959518,KINGS PLAZA via UTICA,40.609142,-73.92144,NYCT_4630,40.645941,-73.929762,UTICA AV/CLARENDON RD,< 1 stop away,205,2017-06-01 00:14:32,24:16:42
2017-06-01 00:13:36,1,B47,MARCUS GARVEY BLVD/BROADWAY,40.699574,-73.941444,KINGS PLAZA via RALPH AV,40.611008,-73.92041,NYCT_7197,40.628657,-73.918231,RALPH AV/AV J,at stop,26,2017-06-01 00:13:57,24:10:01
2017-06-01 00:13:28,1,B54,PALMETTO ST/ST NICHOLAS AV,40.70042,-73.910233,DNTWN BKLYN JAY ST via MYRTLE,40.694489,-73.987122,NYCT_3965,40.698513,-73.921184,MYRTLE AV/WILSON AV,approaching,93,NA,23:54:48
2017-06-01 00:13:40,1,Q30,NASSAU BL/LITTLE NECK PY,40.764198,-73.726044,JAMAICA  LIRR STA  SUTPHIN BL,40.7005,-73.807838,NYCT_8089,40.725877,-73.791845,UTOPIA PY/80 RD,approaching,102,2017-06-01 00:14:12,24:11:18
2017-06-01 00:13:31,0,Bx12,BROADWAY/ISHAM ST,40.868076,-73.919807,BAY PLAZA via FORDHAM RD via PELHAM PKY,40.866043,-73.826721,NYCT_5749,40.856553,-73.837014,PELHAM PKWY/ST PAUL AV,< 1 stop away,557,2017-06-01 00:14:45,24:19:40
2017-06-01 00:13:49,0,M2,4 AV/E 10 ST,40.731342,-73.990288,WASHINGTON HTS BWAY - 168 ST via MADISON,40.84058,-73.938431,NYCT_6702,40.820783,-73.939698,ADAM C POWELL BL/W 145 ST,< 1 stop away,152,2017-06-01 00:14:43,24:10:00
2017-06-01 00:13:37,0,B42,ROCKAWAY PY/SHORE PY SR N,40.631306,-73.886681,ROCK PKY STA,40.64584,-73.902245,NYCT_7133,40.632968,-73.888638,ROCKAWAY PY/SEAVIEW AV,approaching,98,2017-06-01 00:13:58,00:11:06
2017-06-01 00:13:31,0,M34-SBS,W 34 ST/12 AV,40.756535,-74.003944,SELECT BUS SERVICE Eastside - FDR DR,40.743137,-73.972069,NYCT_5852,40.751163,-73.991033,W 34 ST/BROADWAY,< 1 stop away,334,2017-06-01 00:15:57,24:15:38
2017-06-01 00:13:29,1,B82,SEAVIEW AV/PENNSYLVANIA AV,40.642979,-73.878334,CNY ISLND STILLWELL AV via FLATLANDS AV,40.576973,-73.9814,NYCT_7110,40.605119,-73.979609,KINGS HWY/W 7 ST,approaching,80,2017-06-01 00:13:57,23:55:00
2017-06-01 00:13:38,1,M3,FT GEORGE AV/66 FORT GEORGE AV,40.85833,-73.925385,125 ST ST. NICHOLAS,40.810493,-73.952927,NYCT_3946,40.858205,-73.926041,ST NICOLAS AV/FORT GEORGE HILL,< 1 stop away,210,2017-06-01 00:14:02,24:21:14
2017-06-01 00:13:27,1,B31,QUENTIN RD/E 16 ST,40.608429,-73.95713,GERITSON BCH,40.587139,-73.918938,NYCT_7363,40.607556,-73.941761,AV R/GERRITSEN AV,at stop,4,NA,24:10:32
2017-06-01 00:13:34,1,M15,E 126 ST/2 AV,40.80323,-73.932449,SOUTH FERRY via 2 AV,40.701611,-74.01223,NYCT_5643,40.701616,-74.011917,SOUTH ST/WHITEHALL ST,at stop,25,2017-06-01 00:13:57,24:00:00
2017-06-01 00:13:24,0,M7,AV OF THE AMERICAS/W 14 ST,40.73793,-73.996346,HARLEM 147 ST via 6 AV via AMSTERDAM,40.82111,-73.935898,NYCT_6759,40.774449,-73.982081,BROADWAY/W 69 ST,< 1 stop away,248,2017-06-01 00:13:57,24:10:41
2017-06-01 00:13:30,1,B25,ALABAMA AV / FULTON ST,40.676746,-73.89994,DNTWN BKLYN FURMAN ST via FULTON,40.702522,-73.991966,NYCT_7102,40.680416,-73.950032,FULTON ST/NOSTRAND AV,at stop,18,2017-06-01 00:13:57,24:06:00
2017-06-01 00:13:38,1,Q43,HILLSIDE AV/268 ST,40.73877,-73.701866,JAMAICA LIRR STA via HILLSDE,40.7005,-73.807838,NYCT_6896,40.70977,-73.795559,HILLSIDE AV/166 ST,approaching,64,2017-06-01 00:13:57,24:13:18
2017-06-01 00:13:36,0,M4,W 32 ST/7 AV,40.749405,-73.99102,WASH HTS CABRINI BLV via MADSON via BWAY,40.859013,-73.93425,NYCT_6754,40.859025,-73.934283,FT WASHINGTON AV/CABRINI BL,at stop,19,NA,NA
2017-06-01 00:13:29,1,M5,BROADWAY/W 178 ST,40.848522,-73.937706,31 ST 6 AV,40.747791,-73.988831,NYCT_6675,40.747674,-73.98864,W 31 ST/6 AV,at stop,20,2017-06-01 00:13:57,24:22:00
2017-06-01 00:13:52,1,Bx3,W 238 ST/BROADWAY,40.884968,-73.900475,WASHINGTON HTS GW BRIDGE,40.84901,-73.93689,NYCT_8369,40.849049,-73.936947,BROADWAY/179 ST,approaching,47,NA,NA
2017-06-01 00:13:22,1,X1,CENTRAL PARK S/6 AV,40.766315,-73.977493,ELTNGVLE TRANST CTR via HYLAN BL RICH AV,40.560837,-74.17112,NYCT_2518,40.605531,-74.071811,NARROWS RD N/ST JOHNS AV,< 1 stop away,346,2017-06-01 00:14:02,24:10:20
2017-06-01 00:13:48,1,Bx1,RIVERDALE AV/W 231 ST,40.881187,-73.90934,MOTT HAVEN 136 ST via CONCOURSE,40.809654,-73.92836,NYCT_1206,40.876475,-73.8859,GRAND CONCOURSE/E 204 ST,< 1 stop away,258,2017-06-01 00:14:41,24:15:38
2017-06-01 00:13:50,0,B52,CADMAN PZ W/TILLARY ST,40.695999,-73.990944,RIDGEWOOD TERM via GATES,40.699261,-73.911163,NYCT_6529,40.692053,-73.919553,GATES AV/EVERGREEN AV,approaching,45,2017-06-01 00:14:03,24:04:39
2017-06-01 00:13:53,0,M1,4 AV/E 10 ST,40.731342,-73.990288,HARLEM 147 ST via MADISON,40.82111,-73.935898,NYCT_6762,40.739516,-73.986855,PARK AV S/E 23 ST,approaching,130,2017-06-01 00:14:33,24:14:03
2017-06-01 00:13:47,0,Bx30,E 206 ST/ROCHAMBEAU AV,40.874893,-73.880943,CO-OP CITY EARHART LA,40.860828,-73.82267,NYCT_4081,40.879551,-73.879001,E GUN HILL RD/TRYON AV,< 1 stop away,352,2017-06-01 00:16:07,24:14:39
2017-06-01 00:13:26,0,M66,W 66 ST/WEST END AV,40.776009,-73.987022,EAST SIDE YORK AV CROSSTOWN,40.764252,-73.95575,NYCT_5205,40.764391,-73.955859,EAST 68 ST/YORK AV,at stop,15,2017-06-01 00:13:57,24:02:00
2017-06-01 00:13:48,1,S79-SBS,4 AV/86 ST,40.622658,-74.028343,SELECT BUS SERVICE SI MALL via HYLAN,40.583351,-74.161812,NYCT_4252,40.544068,-74.165079,RICHMOND AV/ELTINGVILLE BL,at stop,8,2017-06-01 00:13:57,24:15:56
2017-06-01 00:13:35,0,M101,ASTOR PL/3 AV,40.729568,-73.990051,FT GEORGE 193 ST via 3 AV,40.855667,-73.925255,NYCT_6033,40.824235,-73.948335,AMSTERDAM AV/W 143 ST,at stop,3,2017-06-01 00:13:57,24:17:30
2017-06-01 00:13:39,0,Q5,TEARDROP/LAYOVER,40.701748,-73.802399,ROSEDALE LIRR STA via MERRICK,40.666012,-73.735939,NYCT_8065,40.703947,-73.793967,ARCHER AV/MERRICK BL,approaching,96,2017-06-01 00:14:10,24:12:08
2017-06-01 00:13:31,1,B11,FLATBUSH AV/E 31 ST,40.631992,-73.946701,SUNSET PARK 1 AV - 58 ST,40.645618,-74.023521,NYCT_349,40.625122,-73.96524,AV I/CONEY ISLAND AV,< 1 stop away,269,2017-06-01 00:14:42,24:09:09
2017-06-01 00:13:49,0,Bx36,W 179 ST/BROADWAY,40.849113,-73.937752,SOUNDVIEW PUGSLEY AV,40.820507,-73.851631,NYCT_7730,40.833974,-73.877959,E 174 ST/MANOR AV,approaching,78,2017-06-01 00:14:05,23:59:43
2017-06-01 00:13:54,1,M102,W 146 ST/MALCOLM X BL,40.821152,-73.935974,EAST VIL 6 ST via LEX AV,40.729115,-73.990257,NYCT_6055,40.729466,-73.989967,3 AV/ASTOR PL,approaching,45,2017-06-01 00:14:06,24:11:00
2017-06-01 00:13:52,1,Q44-SBS,BOSTON RD/E 180 ST,40.84256,-73.878334,SELECT BUS JAMAICA via MAIN ST,40.704933,-73.79332,NYCT_5907,40.746642,-73.826223,MAIN ST/BOOTH MEMORIAL AV,approaching,53,2017-06-01 00:14:01,24:12:56
2017-06-01 00:13:53,0,B12,PARKSIDE AV/OCEAN AV,40.654888,-73.961723,EAST NY ALABAMA AV,40.676819,-73.899658,NYCT_4832,40.664034,-73.929774,EAST NEW YORK AV/E 92 ST,at stop,19,2017-06-01 00:14:04,24:13:57
2017-06-01 00:13:51,1,Q5,FRANCIS LEWIS BL/SUNRISE HY,40.666046,-73.735962,JAMAICA PRSNS-ARCHR via MERRICK,40.701683,-73.802475,NYCT_8406,40.679647,-73.761308,MERRICK BL/FARMERS BL,approaching,81,2017-06-01 00:14:06,24:12:00
2017-06-01 00:13:51,1,Q5,FRANCIS LEWIS BL/SUNRISE HY,40.666046,-73.735962,JAMAICA PRSNS-ARCHR via MERRICK,40.701683,-73.802475,NYCT_8406,40.679647,-73.761308,MERRICK BL/FARMERS BL,approaching,81,2017-06-01 00:14:06,24:11:00
2017-06-01 00:13:31,1,Bx6,FOOD CENTER DR/MARKET ST,40.810043,-73.876694,RIVERSIDE DR,40.836205,-73.948479,NYCT_7704,40.822171,-73.900876,E 163 ST/PROSPECT AV,at stop,20,2017-06-01 00:13:57,24:13:00
2017-06-01 00:13:48,0,M101,ASTOR PL/3 AV,40.729568,-73.990051,FT GEORGE 193 ST via 3 AV,40.855667,-73.925255,NYCT_5873,40.788376,-73.947005,3 AV/E 102 ST,approaching,117,2017-06-01 00:14:14,24:10:31
2017-06-01 00:13:44,1,B35,HEGEMAN AV/CHESTER AV,40.656216,-73.90815,SUNSET PARK 1 AV via CHURCH,40.656498,-74.012108,NYCT_450,40.655984,-73.915013,CHURCH AV/E 96 ST,approaching,82,2017-06-01 00:14:19,24:02:00
2017-06-01 00:13:37,1,M116,PLEASANT AV/E 120 ST,40.797245,-73.931694,WEST SIDE BWAY - 106 ST XTOWN,40.801331,-73.967598,NYCT_6637,40.801238,-73.967612,W 106 ST/BROADWAY,at stop,4,2017-06-01 00:13:57,24:03:00
2017-06-01 00:13:26,1,M86-SBS,E 92 ST/YORK AV,40.779755,-73.944534,Select Bus Service Westside West End AV,40.788155,-73.976067,NYCT_5867,40.780961,-73.960834,W 86 ST/TRAVERSE RD,approaching,150,2017-06-01 00:14:41,24:07:33
2017-06-01 00:13:48,1,B60,WASHINGTON PLZ/LANE 2,40.709518,-73.959496,CANARSIE WILLIAMS AV,40.650238,-73.891685,NYCT_7221,40.650248,-73.894448,E 108 ST/GLENWOOD RD,approaching,63,2017-06-01 00:13:56,24:07:28
2017-06-01 00:13:31,0,M7,AV OF THE AMERICAS/W 14 ST,40.73793,-73.996346,HARLEM 147 ST via 6 AV via AMSTERDAM,40.82111,-73.935898,NYCT_3890,40.74521,-73.99112,AV OF THE AMERICAS/W 27 ST,at stop,15,2017-06-01 00:13:57,24:13:04
2017-06-01 00:13:37,0,Bx42,SEDGWICK AV/CEDAR AV,40.852352,-73.920227,THROGS NECK HARDING AV via TREMONT,40.813007,-73.827225,NYCT_1221,40.84261,-73.852113,E TREMONT AV/ST PETERS AV,< 1 stop away,179,2017-06-01 00:14:29,24:20:14
2017-06-01 00:13:36,0,M20,STATE ST/WHITEHALL ST,40.702419,-74.013046,LINCOLN CENTER 66 ST via 8 AV,40.771797,-73.982361,NYCT_3805,40.773627,-73.981636,BROADWAY/W 64 ST,< 1 stop away,301,2017-06-01 00:15:56,24:12:00
2017-06-01 00:13:31,0,B63,SHORE RD/3 AV,40.612255,-74.035881,PIER 6 BKLYN BRIDGE PK via 5 AV,40.692055,-74.00061,NYCT_333,40.633695,-74.020917,5 AV/Bay Ridge AV,at stop,9,2017-06-01 00:13:57,24:12:00
2017-06-01 00:13:31,0,B48,LINCOLN RD/FLATBUSH AV,40.660664,-73.962372,GREENPOINT MEEKER AV,40.726635,-73.934326,NYCT_7240,40.660606,-73.962353,LINCOLN RD/FLATBUSH AV,at stop,0,NA,24:15:00
2017-06-01 00:13:55,1,Q46,L.I.J.MEDICAL RDWY/271 ST,40.755066,-73.706421,KEW GARDENS QUEENS BL via UNION,40.714733,-73.831238,NYCT_8476,40.724521,-73.795753,UNION TP/171 ST,< 1 stop away,206,2017-06-01 00:14:21,24:00:49
2017-06-01 00:13:55,1,M101,ST NICHOLAS AV/W 192 ST,40.856289,-73.928764,EAST VILLAGE 6 ST via LEX AV,40.729115,-73.990257,NYCT_5887,40.732346,-73.987871,3 AV/E 11 ST,< 1 stop away,177,2017-06-01 00:14:40,23:45:04
2017-06-01 00:13:52,1,Bx36,RANDALL AV/OLMSTEAD AV,40.818676,-73.851555,WASHINGTON HTS GW BRIDGE,40.849033,-73.937309,NYCT_7705,40.836597,-73.885464,BOSTON RD/E TREMONT AV,< 1 stop away,799,2017-06-01 00:17:46,24:07:00
2017-06-01 00:13:55,1,B12,ALABAMA AV / FULTON ST,40.676746,-73.89994,LEFFRTS GDNS OCEAN AV,40.65485,-73.961754,NYCT_6835,40.661874,-73.939927,ALBANY AV/EAST NEW YORK AV,at stop,8,2017-06-01 00:13:57,24:13:02
2017-06-01 00:13:53,1,Bx31,VAN CORTLANDT PK E/E 242 ST,40.90266,-73.868378,WESTCHESTER SQ,40.841076,-73.84285,NYCT_7635,40.894531,-73.860949,E 233 ST/BRONX BL,at stop,6,2017-06-01 00:13:57,24:16:13
2017-06-01 00:13:55,1,B49,FRANKLIN AV/LEFFERTS PL,40.680473,-73.955643,MNHATN BCH KNGSBRO CC via BEDFORD AV,40.578117,-73.939857,NYCT_4604,40.615361,-73.954435,OCEAN AV/AV O,< 1 stop away,246,2017-06-01 00:14:41,24:15:15
2017-06-01 00:13:38,1,Q58,41 RD/MAIN ST,40.757389,-73.829292,RIDGEWOOD TERM,40.699699,-73.910767,NYCT_6549,40.698777,-73.911769,PALMETTO ST/WYCKOFF AV,approaching,133,2017-06-01 00:14:05,24:08:00
2017-06-01 00:13:36,0,Q4,TEARDROP/LAYOVER,40.701748,-73.802399,CAMBRIA HTS 235 ST via LINDEN,40.690647,-73.727409,NYCT_8095,40.690803,-73.727433,235 ST / LINDEN BL,approaching,32,2017-06-01 00:13:57,24:08:00
2017-06-01 00:13:36,0,Q4,TEARDROP/LAYOVER,40.701748,-73.802399,CAMBRIA HTS 235 ST via LINDEN,40.690647,-73.727409,NYCT_8095,40.690803,-73.727433,235 ST / LINDEN BL,approaching,32,2017-06-01 00:13:57,24:15:00
2017-06-01 00:13:26,1,Bx15,3 AV/E FORDHAM RD,40.861012,-73.89045,W. HARLEM 12 AV via 3 AV via 125 ST,40.817913,-73.960167,NYCT_5951,40.819724,-73.913379,3 AV/E 154 ST,approaching,142,2017-06-01 00:14:42,24:11:37
2017-06-01 00:13:45,0,B36,SURF AV/W 37 ST,40.57378,-74.00251,SHEEPSHEAD BAY AVENUE U,40.600021,-73.941872,NYCT_7185,40.58029,-73.967668,OCEAN PY/WEST AV,approaching,131,2017-06-01 00:14:18,24:10:14
2017-06-01 00:13:55,0,Q16,39 AV/UNION ST,40.760906,-73.827316,FT TOTTEN via UTOPIA,40.791351,-73.780952,NYCT_4177,40.760161,-73.830424,UNION ST/35 AV,0.5 miles away,809,2017-06-01 00:16:57,24:16:07
2017-06-01 00:13:56,0,Bx4,BERGEN AV/WESTCHESTER AV,40.816299,-73.915703,WESTCHTR SQ via WESTCHTR AV,40.840267,-73.843224,NYCT_5715,40.823826,-73.893548,WESTCHESTER AV/SIMPSON ST,approaching,40,2017-06-01 00:14:02,24:12:24
2017-06-01 00:13:29,0,Q2,165 ST/TERMINAL,40.707832,-73.795425,BELMONT PK 225 ST,40.711597,-73.729149,NYCT_8503,40.711327,-73.727255,HEMPSTEAD AV/225 ST,< 1 stop away,189,2017-06-01 00:13:57,24:22:00
2017-06-01 00:13:34,1,Bx21,WESTCHESTER AV/LANE  AV,40.839741,-73.843201,MOTT HAVEN 136 ST,40.809654,-73.92836,NYCT_706,40.840767,-73.842243,WATERS PL/HUTCHINSON RVR PKWY,< 1 stop away,536,2017-06-01 00:15:40,24:01:56
2017-06-01 00:13:33,0,B15,MARCUS GARVEY BL/BROADWAY,40.699722,-73.941513,JFK AIRPORT,40.646908,-73.779564,NYCT_4813,40.644763,-73.788638,JFK AIRPORT/TERMINAL 5 AirTrain STATION,0.8 miles away,1216,2017-06-01 00:15:28,24:10:00
2017-06-01 00:13:46,1,Bx19,SOUTHERN BL/BOTANICAL GARDENS,40.861149,-73.881012,RIVRBNK PK via SOUTHRN via 149 ST,40.826771,-73.955414,NYCT_5943,40.818479,-73.926998,E 149 ST/GRAND CONCOURSE,at stop,10,2017-06-01 00:13:57,24:13:54
2017-06-01 00:13:36,0,B13,GATEWAY CTR TERM/GATEWAY DR,40.652649,-73.877029,RIDGEWOOD TERM,40.704384,-73.919464,NYCT_4244,40.704469,-73.919485,WYCKOFF AV/DE KALB AV,at stop,7,2017-06-01 00:13:57,23:59:00
2017-06-01 00:13:43,0,S52,UNIVERSITY DRIVE/MEDICAL ARTS PAV E,40.586937,-74.086418,ST GEORGE FERRY,40.64357,-74.073227,NYCT_8192,40.640357,-74.087086,JERSEY ST/LAYTON AV,approaching,126,2017-06-01 00:14:03,24:14:38
2017-06-01 00:13:24,0,M104,W 41 ST/8 AV,40.75655,-73.99012,W HARLEM 129 ST via BWAY,40.814907,-73.955048,NYCT_6374,40.81494,-73.955127,AMSTERDAM AV/W 129 ST,at stop,0,NA,23:31:00
2017-06-01 00:13:41,0,Bx41,3 AV/151 ST,40.817101,-73.916031,WILLIAMSBRIDGE GUN HILL RD via WEBSTER,40.877934,-73.866585,NYCT_5602,40.839551,-73.905481,WEBSTER AV/CLAREMONT PY,approaching,66,2017-06-01 00:14:04,24:14:00
2017-06-01 00:13:53,0,M1,4 AV/E 10 ST,40.731342,-73.990288,HARLEM 147 ST via MADISON,40.82111,-73.935898,NYCT_6783,40.773828,-73.963942,MADISON AV/E 75 ST,at stop,6,2017-06-01 00:13:57,24:13:39
2017-06-01 00:13:50,0,M14D,W 18 ST / 10 AV,40.744324,-74.005936,LOWER E. SIDE DELANCY-FDR CROSSTOWN,40.716393,-73.980133,NYCT_5275,40.744174,-74.005265,9 AV/W 18 ST,< 1 stop away,201,2017-06-01 00:14:20,24:12:27
2017-06-01 00:13:50,0,M14D,W 18 ST / 10 AV,40.744324,-74.005936,LOWER E. SIDE DELANCY-FDR CROSSTOWN,40.716393,-73.980133,NYCT_5275,40.744174,-74.005265,9 AV/W 18 ST,< 1 stop away,201,2017-06-01 00:14:20,24:12:37
2017-06-01 00:13:25,1,M57,E 60 ST/YORK AV,40.759312,-73.959465,WEST SIDE BWAY - 72 ST XTOWN,40.778767,-73.982254,NYCT_3812,40.769622,-73.989759,11 AV/W 57 ST,< 1 stop away,197,2017-06-01 00:14:16,24:08:53
2017-06-01 00:13:32,1,S46,ST GEORGE FERRY/S46 & S96,40.643429,-74.073654,W SHORE PLZ via CASTLETON,40.601971,-74.19133,NYCT_8222,40.627665,-74.166499,SOUTH AV/FOREST AV,approaching,50,NA,24:01:06
2017-06-01 00:13:29,1,Bx15,3 AV/E FORDHAM RD,40.861012,-73.89045,W. HARLEM 12 AV via 3 AV via 125 ST,40.817913,-73.960167,NYCT_5944,40.809188,-73.92845,LINCOLN AV/BRUCKNER Bl,< 1 stop away,163,2017-06-01 00:13:58,24:07:55
2017-06-01 00:13:45,1,M101,ST NICHOLAS AV/W 192 ST,40.856289,-73.928764,EAST VILLAGE 6 ST via LEX AV,40.729115,-73.990257,NYCT_5874,40.809749,-73.950172,W 125 ST/ADAM C POWELL BL,< 1 stop away,228,2017-06-01 00:14:34,23:55:26
2017-06-01 00:13:53,0,B7,KINGS HY/RYDER ST,40.62215,-73.93721,BED-STUY BWAY-HALSEY via KINGS HWY,40.685841,-73.917877,NYCT_6562,40.647252,-73.924485,KINGS HY/TILDEN AV,approaching,124,2017-06-01 00:14:10,24:11:57
2017-06-01 00:13:48,1,Bx24,BRUCKNER BL/BURR AV,40.853336,-73.827095,HUTCHINSON METRO CENTER,40.854988,-73.837608,NYCT_8333,40.849647,-73.841582,MARCONI ST/HUTCH METRO CTR,< 1 stop away,362,2017-06-01 00:14:53,24:15:43
2017-06-01 00:13:31,1,B4,KNAPP ST/HARKNESS AV,40.586441,-73.931587,BAY RIDGE NARROWS AV,40.631718,-74.036407,NYCT_363,40.58977,-73.974172,86 ST/VAN SICKLEN ST,< 1 stop away,249,2017-06-01 00:14:18,24:10:02
2017-06-01 00:13:41,0,B46,FLATBUSH AV/KINGS PLAZA,40.609566,-73.921814,BRIDGE PLZ via UTICA,40.709404,-73.959564,NYCT_5048,40.665155,-73.931463,UTICA AV/CARROLL ST,approaching,144,2017-06-01 00:14:28,24:12:52
2017-06-01 00:13:41,0,B46,FLATBUSH AV/KINGS PLAZA,40.609566,-73.921814,BRIDGE PLZ via UTICA,40.709404,-73.959564,NYCT_5048,40.665155,-73.931463,UTICA AV/CARROLL ST,approaching,144,2017-06-01 00:14:28,24:12:53
2017-06-01 00:13:35,0,Q46,QUEENS BL/78 AV,40.715233,-73.832024,LK SUCCESS LIJ HOSP via UNION,40.754894,-73.706589,NYCT_6871,40.740978,-73.725914,UNION TP/COMMONWEALTH BL,approaching,131,2017-06-01 00:14:09,24:12:54
2017-06-01 00:13:29,0,B65,SMITH ST/FULTON ST,40.691208,-73.987373,CROWN HTS RALPH AV,40.670197,-73.922546,NYCT_6833,40.691361,-73.987366,BOERUM PL/JORALEMON ST,< 1 stop away,196,2017-06-01 00:14:03,24:31:09
2017-06-01 00:13:35,1,M60-SBS,LGA/TERMINAL D,40.768387,-73.862534,WEST SIDE BWAY - 106 ST,40.801422,-73.968239,NYCT_5300,40.803414,-73.935141,E 125 ST/LEXINGTON AV,< 1 stop away,256,NA,23:55:00
2017-06-01 00:13:31,0,Bx36,W 179 ST/BROADWAY,40.849113,-73.937752,W FARMS SQ,40.840229,-73.880295,NYCT_7751,40.848495,-73.931771,W 181 ST/AMSTERDAM AV,approaching,61,2017-06-01 00:13:57,24:13:07
2017-06-01 00:13:35,0,B64,STILLWELL AV/MERMAID AV,40.577091,-73.981636,BAY RIDGE SHORE RD via 13 AV via BAY RDG,40.63707,-74.036087,NYCT_5081,40.619092,-74.008689,13 AV/77 ST,approaching,36,2017-06-01 00:13:57,24:12:52
2017-06-01 00:13:31,1,Q46,L.I.J.MEDICAL RDWY/271 ST,40.755066,-73.706421,KEW GARDENS QUEENS BL via UNION,40.714733,-73.831238,NYCT_6864,40.732818,-73.764304,UNION TP/FRANCIS LEWIS BL,< 1 stop away,551,2017-06-01 00:14:33,24:13:09
2017-06-01 00:13:42,0,Q32,W 32 ST/7 AV,40.749405,-73.99102,JACKSON HTS NORTHERN - 81 via ROOSVLT,40.755322,-73.886139,NYCT_4457,40.755275,-73.886265,81 ST/NORTHERN BL,at stop,3,2017-06-01 00:13:57,24:12:00
2017-06-01 00:13:34,1,Q32,82 ST/NORTHERN BL,40.755196,-73.885406,MIDTOWN PENN ST,40.749435,-73.991081,NYCT_7437,40.744582,-73.92951,QUEENS BL/35 ST,approaching,58,2017-06-01 00:13:57,24:13:49
2017-06-01 00:13:51,0,Bx9,E TREMONT AV/E 177 ST,40.839993,-73.879936,BWAY - 225 ST,40.874485,-73.909401,NYCT_4711,40.840011,-73.879379,DEVOE AV/LEBANON ST,< 1 stop away,363,2017-06-01 00:14:43,24:19:38
2017-06-01 00:13:45,0,M2,4 AV/E 10 ST,40.731342,-73.990288,WASHINGTON HTS BWAY - 168 ST via MADISON,40.84058,-73.938431,NYCT_6638,40.838742,-73.939662,AUDUBON AV/W 165 ST,approaching,45,NA,24:01:22
2017-06-01 00:13:35,1,B6,LIVONIA AV/ASHFORD ST,40.666382,-73.883614,BENSONHURST HARWAY AV,40.592949,-73.993385,NYCT_5123,40.654435,-73.886644,COZINE AV/PENNSYLVANIA AV,approaching,105,2017-06-01 00:14:13,24:02:24
2017-06-01 00:13:55,0,M96,W 96 ST/WEST END AV,40.794933,-73.972687,EAST SIDE 1 AV CROSSTOWN,40.784222,-73.94474,NYCT_6694,40.791715,-73.963265,E 96 ST/5 AV,0.5 miles away,839,2017-06-01 00:16:36,24:13:32
2017-06-01 00:13:28,1,B61,SMITH ST/FULTON ST,40.691208,-73.987373,PARK SLOPE 20 ST via RED HOOK,40.657574,-73.982948,NYCT_330,40.682913,-74.005664,VAN BRUNT ST/SUMMIT ST,approaching,80,2017-06-01 00:13:57,24:10:58
2017-06-01 00:13:36,1,B8,ROCKAWAY AV/HEGEMAN AV,40.655903,-73.907318,V A HOSP,40.608406,-74.023376,NYCT_479,40.615342,-73.994008,18 AV/72 ST,approaching,65,2017-06-01 00:13:57,24:14:41
2017-06-01 00:13:43,1,Bx40,PENNYFIELD AV/FT SCHUYLER ENT,40.809174,-73.801765,RIVER PK TOWER via TREMONT,40.852402,-73.920105,NYCT_4781,40.842036,-73.857152,E TREMONT A/DOGWOOD DR,< 1 stop away,363,2017-06-01 00:14:34,24:12:42
